pygame 2.5.1 (SDL 2.28.2, Python 3.7.13)
Hello from the pygame community. https://www.pygame.org/contribute.html
INFO: listening to server localhost:2000
Example of automatic vehicle control from client side.
waypoint: Location(x=-19.400000, y=243.600006, z=0.100000)
run_step waypoint loc: Location(x=-248.220627, y=243.696442, z=0.000000)
run_step waypoint loc: Location(x=-248.220627, y=243.696442, z=0.000000)
run_step waypoint loc: Location(x=-248.220627, y=243.696442, z=0.000000)
run_step waypoint loc: Location(x=-245.410629, y=243.691376, z=0.000000)
run_step waypoint loc: Location(x=-245.410629, y=243.691376, z=0.000000)
run_step waypoint loc: Location(x=-245.410629, y=243.691376, z=0.000000)
run_step waypoint loc: Location(x=-245.410629, y=243.691376, z=0.000000)
run_step waypoint loc: Location(x=-245.410629, y=243.691376, z=0.000000)
run_step waypoint loc: Location(x=-245.410629, y=243.691376, z=0.000000)
run_step waypoint loc: Location(x=-245.410629, y=243.691376, z=0.000000)
run_step waypoint loc: Location(x=-243.410629, y=243.687775, z=0.000000)
run_step waypoint loc: Location(x=-243.410629, y=243.687775, z=0.000000)
run_step waypoint loc: Location(x=-243.410629, y=243.687775, z=0.000000)
run_step waypoint loc: Location(x=-243.410629, y=243.687775, z=0.000000)
run_step waypoint loc: Location(x=-241.410629, y=243.684174, z=0.000000)
run_step waypoint loc: Location(x=-241.410629, y=243.684174, z=0.000000)
run_step waypoint loc: Location(x=-241.410629, y=243.684174, z=0.000000)
run_step waypoint loc: Location(x=-241.410629, y=243.684174, z=0.000000)
run_step waypoint loc: Location(x=-241.410629, y=243.684174, z=0.000000)
run_step waypoint loc: Location(x=-241.410629, y=243.684174, z=0.000000)
run_step waypoint loc: Location(x=-239.410645, y=243.680588, z=0.000000)
run_step waypoint loc: Location(x=-239.410645, y=243.680588, z=0.000000)
run_step waypoint loc: Location(x=-239.410645, y=243.680588, z=0.000000)
run_step waypoint loc: Location(x=-239.410645, y=243.680588, z=0.000000)
run_step waypoint loc: Location(x=-237.410645, y=243.676987, z=0.000000)
run_step waypoint loc: Location(x=-237.410645, y=243.676987, z=0.000000)
run_step waypoint loc: Location(x=-237.410645, y=243.676987, z=0.000000)
run_step waypoint loc: Location(x=-237.410645, y=243.676987, z=0.000000)
run_step waypoint loc: Location(x=-237.410645, y=243.676987, z=0.000000)
run_step waypoint loc: Location(x=-235.410645, y=243.673386, z=0.000000)
run_step waypoint loc: Location(x=-235.410645, y=243.673386, z=0.000000)
run_step waypoint loc: Location(x=-235.410645, y=243.673386, z=0.000000)
run_step waypoint loc: Location(x=-235.410645, y=243.673386, z=0.000000)
run_step waypoint loc: Location(x=-235.410645, y=243.673386, z=0.000000)
run_step waypoint loc: Location(x=-233.410645, y=243.669785, z=0.000000)
run_step waypoint loc: Location(x=-233.410645, y=243.669785, z=0.000000)
run_step waypoint loc: Location(x=-233.410645, y=243.669785, z=0.000000)
run_step waypoint loc: Location(x=-233.410645, y=243.669785, z=0.000000)
run_step waypoint loc: Location(x=-233.410645, y=243.669785, z=0.000000)
run_step waypoint loc: Location(x=-231.410660, y=243.666183, z=0.000000)
run_step waypoint loc: Location(x=-231.410660, y=243.666183, z=0.000000)
run_step waypoint loc: Location(x=-231.410660, y=243.666183, z=0.000000)
run_step waypoint loc: Location(x=-231.410660, y=243.666183, z=0.000000)
run_step waypoint loc: Location(x=-231.410660, y=243.666183, z=0.000000)
run_step waypoint loc: Location(x=-229.410660, y=243.662582, z=0.000000)
run_step waypoint loc: Location(x=-229.410660, y=243.662582, z=0.000000)
run_step waypoint loc: Location(x=-229.410660, y=243.662582, z=0.000000)
run_step waypoint loc: Location(x=-229.410660, y=243.662582, z=0.000000)
run_step waypoint loc: Location(x=-229.410660, y=243.662582, z=0.000000)
run_step waypoint loc: Location(x=-227.410660, y=243.658997, z=0.000000)
run_step waypoint loc: Location(x=-227.410660, y=243.658997, z=0.000000)
run_step waypoint loc: Location(x=-227.410660, y=243.658997, z=0.000000)
run_step waypoint loc: Location(x=-227.410660, y=243.658997, z=0.000000)
run_step waypoint loc: Location(x=-227.410660, y=243.658997, z=0.000000)
run_step waypoint loc: Location(x=-225.410660, y=243.655396, z=0.000000)
run_step waypoint loc: Location(x=-225.410660, y=243.655396, z=0.000000)
run_step waypoint loc: Location(x=-225.410660, y=243.655396, z=0.000000)
run_step waypoint loc: Location(x=-225.410660, y=243.655396, z=0.000000)
run_step waypoint loc: Location(x=-223.410660, y=243.651794, z=0.000000)
run_step waypoint loc: Location(x=-223.410660, y=243.651794, z=0.000000)
run_step waypoint loc: Location(x=-223.410660, y=243.651794, z=0.000000)
run_step waypoint loc: Location(x=-223.410660, y=243.651794, z=0.000000)
run_step waypoint loc: Location(x=-223.410660, y=243.651794, z=0.000000)
run_step waypoint loc: Location(x=-223.410660, y=243.651794, z=0.000000)
run_step waypoint loc: Location(x=-221.410660, y=243.648193, z=0.000000)
run_step waypoint loc: Location(x=-221.410660, y=243.648193, z=0.000000)
run_step waypoint loc: Location(x=-221.410660, y=243.648193, z=0.000000)
run_step waypoint loc: Location(x=-221.410660, y=243.648193, z=0.000000)
run_step waypoint loc: Location(x=-219.410675, y=243.644592, z=0.000000)
run_step waypoint loc: Location(x=-219.410675, y=243.644592, z=0.000000)
run_step waypoint loc: Location(x=-219.410675, y=243.644592, z=0.000000)
run_step waypoint loc: Location(x=-219.410675, y=243.644592, z=0.000000)
run_step waypoint loc: Location(x=-219.410675, y=243.644592, z=0.000000)
run_step waypoint loc: Location(x=-217.410675, y=243.641006, z=0.000000)
run_step waypoint loc: Location(x=-217.410675, y=243.641006, z=0.000000)
run_step waypoint loc: Location(x=-217.410675, y=243.641006, z=0.000000)
run_step waypoint loc: Location(x=-217.410675, y=243.641006, z=0.000000)
run_step waypoint loc: Location(x=-217.410675, y=243.641006, z=0.000000)
run_step waypoint loc: Location(x=-214.440674, y=243.635635, z=0.000000)
run_step waypoint loc: Location(x=-214.440674, y=243.635635, z=0.000000)
run_step waypoint loc: Location(x=-214.440674, y=243.635635, z=0.000000)
run_step waypoint loc: Location(x=-214.440674, y=243.635635, z=0.000000)
run_step waypoint loc: Location(x=-214.440674, y=243.635635, z=0.000000)
run_step waypoint loc: Location(x=-214.440674, y=243.635635, z=0.000000)
run_step waypoint loc: Location(x=-214.440674, y=243.635635, z=0.000000)
run_step waypoint loc: Location(x=-212.440689, y=243.632050, z=0.000000)
run_step waypoint loc: Location(x=-212.440689, y=243.632050, z=0.000000)
run_step waypoint loc: Location(x=-212.440689, y=243.632050, z=0.000000)
run_step waypoint loc: Location(x=-212.440689, y=243.632050, z=0.000000)
run_step waypoint loc: Location(x=-212.440689, y=243.632050, z=0.000000)
run_step waypoint loc: Location(x=-210.440689, y=243.628448, z=0.000000)
run_step waypoint loc: Location(x=-210.440689, y=243.628448, z=0.000000)
run_step waypoint loc: Location(x=-210.440689, y=243.628448, z=0.000000)
run_step waypoint loc: Location(x=-210.440689, y=243.628448, z=0.000000)
run_step waypoint loc: Location(x=-210.440689, y=243.628448, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-207.210693, y=243.622635, z=0.000000)
run_step waypoint loc: Location(x=-205.210693, y=243.619034, z=0.000000)
run_step waypoint loc: Location(x=-205.210693, y=243.619034, z=0.000000)
run_step waypoint loc: Location(x=-205.210693, y=243.619034, z=0.000000)
run_step waypoint loc: Location(x=-205.210693, y=243.619034, z=0.000000)
run_step waypoint loc: Location(x=-205.210693, y=243.619034, z=0.000000)
run_step waypoint loc: Location(x=-203.210693, y=243.615433, z=0.000000)
run_step waypoint loc: Location(x=-203.210693, y=243.615433, z=0.000000)
run_step waypoint loc: Location(x=-203.210693, y=243.615433, z=0.000000)
run_step waypoint loc: Location(x=-203.210693, y=243.615433, z=0.000000)
run_step waypoint loc: Location(x=-203.210693, y=243.615433, z=0.000000)
run_step waypoint loc: Location(x=-201.210709, y=243.611847, z=0.000000)
run_step waypoint loc: Location(x=-201.210709, y=243.611847, z=0.000000)
run_step waypoint loc: Location(x=-201.210709, y=243.611847, z=0.000000)
run_step waypoint loc: Location(x=-201.210709, y=243.611847, z=0.000000)
run_step waypoint loc: Location(x=-201.210709, y=243.611847, z=0.000000)
run_step waypoint loc: Location(x=-199.210709, y=243.608246, z=0.000000)
run_step waypoint loc: Location(x=-199.210709, y=243.608246, z=0.000000)
run_step waypoint loc: Location(x=-199.210709, y=243.608246, z=0.000000)
run_step waypoint loc: Location(x=-199.210709, y=243.608246, z=0.000000)
run_step waypoint loc: Location(x=-197.210709, y=243.604645, z=0.000000)
run_step waypoint loc: Location(x=-197.210709, y=243.604645, z=0.000000)
run_step waypoint loc: Location(x=-197.210709, y=243.604645, z=0.000000)
run_step waypoint loc: Location(x=-197.210709, y=243.604645, z=0.000000)
run_step waypoint loc: Location(x=-197.210709, y=243.604645, z=0.000000)
run_step waypoint loc: Location(x=-195.210709, y=243.601044, z=0.000000)
run_step waypoint loc: Location(x=-195.210709, y=243.601044, z=0.000000)
run_step waypoint loc: Location(x=-195.210709, y=243.601044, z=0.000000)
run_step waypoint loc: Location(x=-195.210709, y=243.601044, z=0.000000)
run_step waypoint loc: Location(x=-195.210709, y=243.601044, z=0.000000)
run_step waypoint loc: Location(x=-193.210709, y=243.597443, z=0.000000)
run_step waypoint loc: Location(x=-193.210709, y=243.597443, z=0.000000)
run_step waypoint loc: Location(x=-193.210709, y=243.597443, z=0.000000)
run_step waypoint loc: Location(x=-193.210709, y=243.597443, z=0.000000)
run_step waypoint loc: Location(x=-193.210709, y=243.597443, z=0.000000)
run_step waypoint loc: Location(x=-191.210724, y=243.593842, z=0.000000)
run_step waypoint loc: Location(x=-191.210724, y=243.593842, z=0.000000)
run_step waypoint loc: Location(x=-191.210724, y=243.593842, z=0.000000)
run_step waypoint loc: Location(x=-191.210724, y=243.593842, z=0.000000)
run_step waypoint loc: Location(x=-191.210724, y=243.593842, z=0.000000)
run_step waypoint loc: Location(x=-189.210724, y=243.590256, z=0.000000)
run_step waypoint loc: Location(x=-189.210724, y=243.590256, z=0.000000)
run_step waypoint loc: Location(x=-189.210724, y=243.590256, z=0.000000)
run_step waypoint loc: Location(x=-189.210724, y=243.590256, z=0.000000)
run_step waypoint loc: Location(x=-189.210724, y=243.590256, z=0.000000)
run_step waypoint loc: Location(x=-187.210724, y=243.586655, z=0.000000)
run_step waypoint loc: Location(x=-187.210724, y=243.586655, z=0.000000)
run_step waypoint loc: Location(x=-187.210724, y=243.586655, z=0.000000)
run_step waypoint loc: Location(x=-187.210724, y=243.586655, z=0.000000)
run_step waypoint loc: Location(x=-185.210724, y=243.583054, z=0.000000)
run_step waypoint loc: Location(x=-185.210724, y=243.583054, z=0.000000)
run_step waypoint loc: Location(x=-185.210724, y=243.583054, z=0.000000)
run_step waypoint loc: Location(x=-185.210724, y=243.583054, z=0.000000)
run_step waypoint loc: Location(x=-185.210724, y=243.583054, z=0.000000)
run_step waypoint loc: Location(x=-185.210724, y=243.583054, z=0.000000)
run_step waypoint loc: Location(x=-183.210739, y=243.579453, z=0.000000)
run_step waypoint loc: Location(x=-183.210739, y=243.579453, z=0.000000)
run_step waypoint loc: Location(x=-183.210739, y=243.579453, z=0.000000)
run_step waypoint loc: Location(x=-183.210739, y=243.579453, z=0.000000)
run_step waypoint loc: Location(x=-181.210739, y=243.575851, z=0.000000)
run_step waypoint loc: Location(x=-181.210739, y=243.575851, z=0.000000)
run_step waypoint loc: Location(x=-181.210739, y=243.575851, z=0.000000)
run_step waypoint loc: Location(x=-181.210739, y=243.575851, z=0.000000)
run_step waypoint loc: Location(x=-181.210739, y=243.575851, z=0.000000)
run_step waypoint loc: Location(x=-179.210739, y=243.572266, z=0.000000)
run_step waypoint loc: Location(x=-179.210739, y=243.572266, z=0.000000)
run_step waypoint loc: Location(x=-179.210739, y=243.572266, z=0.000000)
run_step waypoint loc: Location(x=-179.210739, y=243.572266, z=0.000000)
run_step waypoint loc: Location(x=-179.210739, y=243.572266, z=0.000000)
run_step waypoint loc: Location(x=-177.210739, y=243.568665, z=0.000000)
run_step waypoint loc: Location(x=-177.210739, y=243.568665, z=0.000000)
run_step waypoint loc: Location(x=-177.210739, y=243.568665, z=0.000000)
run_step waypoint loc: Location(x=-177.210739, y=243.568665, z=0.000000)
run_step waypoint loc: Location(x=-177.210739, y=243.568665, z=0.000000)
run_step waypoint loc: Location(x=-175.210739, y=243.565063, z=0.000000)
run_step waypoint loc: Location(x=-175.210739, y=243.565063, z=0.000000)
run_step waypoint loc: Location(x=-175.210739, y=243.565063, z=0.000000)
run_step waypoint loc: Location(x=-175.210739, y=243.565063, z=0.000000)
run_step waypoint loc: Location(x=-175.210739, y=243.565063, z=0.000000)
run_step waypoint loc: Location(x=-173.210739, y=243.561462, z=0.000000)
run_step waypoint loc: Location(x=-173.210739, y=243.561462, z=0.000000)
run_step waypoint loc: Location(x=-173.210739, y=243.561462, z=0.000000)
run_step waypoint loc: Location(x=-173.210739, y=243.561462, z=0.000000)
run_step waypoint loc: Location(x=-173.210739, y=243.561462, z=0.000000)
run_step waypoint loc: Location(x=-171.210754, y=243.557861, z=0.000000)
run_step waypoint loc: Location(x=-171.210754, y=243.557861, z=0.000000)
run_step waypoint loc: Location(x=-171.210754, y=243.557861, z=0.000000)
run_step waypoint loc: Location(x=-171.210754, y=243.557861, z=0.000000)
run_step waypoint loc: Location(x=-171.210754, y=243.557861, z=0.000000)
run_step waypoint loc: Location(x=-169.210754, y=243.554260, z=0.000000)
run_step waypoint loc: Location(x=-169.210754, y=243.554260, z=0.000000)
run_step waypoint loc: Location(x=-169.210754, y=243.554260, z=0.000000)
run_step waypoint loc: Location(x=-169.210754, y=243.554260, z=0.000000)
run_step waypoint loc: Location(x=-167.210754, y=243.550674, z=0.000000)
run_step waypoint loc: Location(x=-167.210754, y=243.550674, z=0.000000)
run_step waypoint loc: Location(x=-167.210754, y=243.550674, z=0.000000)
run_step waypoint loc: Location(x=-167.210754, y=243.550674, z=0.000000)
run_step waypoint loc: Location(x=-167.210754, y=243.550674, z=0.000000)
run_step waypoint loc: Location(x=-165.210770, y=243.547073, z=0.000000)
run_step waypoint loc: Location(x=-165.210770, y=243.547073, z=0.000000)
run_step waypoint loc: Location(x=-165.210770, y=243.547073, z=0.000000)
run_step waypoint loc: Location(x=-165.210770, y=243.547073, z=0.000000)
run_step waypoint loc: Location(x=-165.210770, y=243.547073, z=0.000000)
run_step waypoint loc: Location(x=-163.210770, y=243.543472, z=0.000000)
run_step waypoint loc: Location(x=-163.210770, y=243.543472, z=0.000000)
run_step waypoint loc: Location(x=-163.210770, y=243.543472, z=0.000000)
run_step waypoint loc: Location(x=-163.210770, y=243.543472, z=0.000000)
run_step waypoint loc: Location(x=-163.210770, y=243.543472, z=0.000000)
run_step waypoint loc: Location(x=-161.210770, y=243.539871, z=0.000000)
run_step waypoint loc: Location(x=-161.210770, y=243.539871, z=0.000000)
